[Script Info]
; // 此字幕由Srt2Ass生成
; // 欢迎访问人人影视 http://www.YYeTs.com
Title:YYeTs
Original Script:YYeTs
Synch Point:1
ScriptType:v4.00+
Collisions:Normal

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,方正黑体_GBK,20,&H00FFFFFF,&HF0000000,&H00000000,&H32000000,0,0,0,0,100,100,0,0.00,1,2,1,2,5,5,2,134

[Events]
Format: Layer, Start, End, Style, Actor, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:05:38.54,0:05:39.85,*Default,NTP,0000,0000,0000,,找我的
Dialogue: 0,0:05:42.27,0:05:43.83,*Default,NTP,0000,0000,0000,,进来吧
Dialogue: 0,0:05:43.92,0:05:44.62,*Default,NTP,0000,0000,0000,,-嗨  -嗨
Dialogue: 0,0:05:44.62,0:05:45.69,*Default,NTP,0000,0000,0000,,嘿  我出局了
Dialogue: 0,0:05:46.11,0:05:48.11,*Default,NTP,0000,0000,0000,,这是贝卡和她的表姐乔伊丝
Dialogue: 0,0:05:48.11,0:05:49.43,*Default,NTP,0000,0000,0000,,乔伊丝是你的
Dialogue: 0,0:05:49.43,0:05:50.76,*Default,NTP,0000,0000,0000,,什么  我有约会吗
Dialogue: 0,0:05:50.76,0:05:52.63,*Default,NTP,0000,0000,0000,,可我还没喷古龙水
Dialogue: 0,0:05:52.87,0:05:54.12,*Default,NTP,0000,0000,0000,,你之前知道这事吗
Dialogue: 0,0:05:54.12,0:05:55.56,*Default,NTP,0000,0000,0000,,我现在也不知道这怎么回事
Dialogue: 0,0:05:55.57,0:05:57.16,*Default,NTP,0000,0000,0000,,乔伊丝  这是曼尼
Dialogue: 0,0:05:57.16,0:05:58.77,*Default,NTP,0000,0000,0000,,初次见面  甚感荣幸
Dialogue: 0,0:05:58.77,0:06:01.25,*Default,NTP,0000,0000,0000,,不知小姐是否有意来杯气泡果酒呢
Dialogue: 0,0:06:01.37,0:06:03.06,*Default,NTP,0000,0000,0000,,他可不是你说的那样
Dialogue: 0,0:06:03.06,0:06:04.61,*Default,NTP,0000,0000,0000,,别担心  你会爱他的
Dialogue: 0,0:06:04.61,0:06:05.91,*Default,NTP,0000,0000,0000,,曼尼  说点浪漫的
Dialogue: 0,0:06:05.91,0:06:08.80,*Default,NTP,0000,0000,0000,,我没法突然打开浪漫模式  你来说些浪漫的
Dialogue: 0,0:06:08.80,0:06:10.66,*Default,NTP,0000,0000,0000,,衣服不错
Dialogue: 0,0:06:10.67,0:06:11.75,*Default,NTP,0000,0000,0000,,我能参观你房间吗
Dialogue: 0,0:06:11.75,0:06:13.48,*Default,NTP,0000,0000,0000,,专门为你打扫了
Dialogue: 0,0:06:20.27,0:06:21.72,*Default,NTP,0000,0000,0000,,他们单独上楼了
Dialogue: 0,0:06:21.72,0:06:23.86,*Default,NTP,0000,0000,0000,,-那是不允许的吧  -我不知道
Dialogue: 0,0:06:24.18,0:06:25.94,*Default,NTP,0000,0000,0000,,-我们是不是得说点什么  -比如
Dialogue: 0,0:06:25.94,0:06:27.78,*Default,NTP,0000,0000,0000,,比如  "这是不可以的哦"
Dialogue: 0,0:06:27.78,0:06:29.54,*Default,NTP,0000,0000,0000,,应该是吧  是吗
Dialogue: 0,0:06:29.54,0:06:31.06,*Default,NTP,0000,0000,0000,,我不知道  我只是感觉
Dialogue: 0,0:06:31.06,0:06:32.61,*Default,NTP,0000,0000,0000,,我们没有尽到保姆的职责
Dialogue: 0,0:06:32.61,0:06:33.91,*Default,NTP,0000,0000,0000,,我们当然尽到了
Dialogue: 0,0:06:36.80,0:06:39.41,*Default,NTP,0000,0000,0000,,我好冷  我还看到了一只郊狼
Dialogue: 0,0:06:43.90,0:06:45.89,*Default,NTP,0000,0000,0000,,然后卢克对他说
Dialogue: 0,0:06:45.89,0:06:48.86,*Default,NTP,0000,0000,0000,,布劳斯坦医生  不是吧  晚餐都不吃就想这样
Dialogue: 0,0:06:50.77,0:06:53.81,*Default,NTP,0000,0000,0000,,对天发誓  布劳斯坦医生亲口讲的
Dialogue: 0,0:06:59.22,0:07:01.17,*Default,NTP,0000,0000,0000,,我挺抱歉的  但我爱这个地方
Dialogue: 0,0:07:01.17,0:07:03.31,*Default,NTP,0000,0000,0000,,我知道这里有点糟糕
Dialogue: 0,0:07:03.31,0:07:05.29,*Default,NTP,0000,0000,0000,,但我总是在这玩得很开心
Dialogue: 0,0:07:05.49,0:07:07.27,*Default,NTP,0000,0000,0000,,今晚感觉特别好
Dialogue: 0,0:07:07.27,0:07:08.27,*Default,NTP,0000,0000,0000,,是呀
Dialogue: 0,0:07:08.27,0:07:09.70,*Default,NTP,0000,0000,0000,,你的俄式炸鸡怎么样
Dialogue: 0,0:07:09.70,0:07:11.20,*Default,NTP,0000,0000,0000,,-真心不错  -很好吃
