[Script Info]
; Script generated by Aegisub 2.1.8
; http://www.aegisub.org/
Title:YYeTs
Original Script:YYeTs
Synch Point:1
ScriptType: v4.00+
Collisions:Normal
Timer:100.0000
Video File: Modern.Family.S03E24.HDTV.x264-LOL.avi
Video Aspect Ratio: 0
Video Zoom: 8
Video Position: 4597
Audio File: Modern.Family.S03E24.HDTV.x264-LOL.avi

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,方正黑体简体,20,&H00FFFFFF,&HF0000000,&H00000000,&H32000000,0,0,0,0,100,100,0,0,1,2,1,2,5,5,2,134

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:07:42.93,0:07:46.00,*Default,NTP,0000,0000,0000,,你不是说那里面有什么钻石精华还是什么的
Dialogue: 0,0:07:46.42,0:07:47.79,*Default,NTP,0000,0000,0000,,不给糖就捣乱
Dialogue: 0,0:07:47.79,0:07:49.86,*Default,NTP,0000,0000,0000,,你俩连装扮服都没穿
Dialogue: 0,0:07:50.08,0:07:51.03,*Default,NTP,0000,0000,0000,,我扮的是一副骨架
Dialogue: 0,0:07:51.03,0:07:52.27,*Default,NTP,0000,0000,0000,,我扮的是一颗柠檬
Dialogue: 0,0:07:52.27,0:07:53.95,*Default,NTP,0000,0000,0000,,你们玩不给糖就捣蛋也太超龄了吧
Dialogue: 0,0:07:53.95,0:07:56.03,*Default,NTP,0000,0000,0000,,你一大把年纪生孩子不也超龄了吗
Dialogue: 0,0:07:56.69,0:07:58.76,*Default,NTP,0000,0000,0000,,你觉得好笑吗  柠檬
Dialogue: 0,0:07:58.76,0:08:00.27,*Default,NTP,0000,0000,0000,,还有更好笑的
Dialogue: 0,0:08:00.27,0:08:02.45,*Default,NTP,0000,0000,0000,,开门  开门  啥没了
Dialogue: 0,0:08:03.03,0:08:05.04,*Default,NTP,0000,0000,0000,,你们的糖糖
Dialogue: 0,0:08:07.96,0:08:08.59,*Default,NTP,0000,0000,0000,,怎么了
Dialogue: 0,0:08:08.59,0:08:10.12,*Default,NTP,0000,0000,0000,,没礼貌的傻瓜  他们以为他们能...
Dialogue: 0,0:08:10.12,0:08:12.90,*Default,NTP,0000,0000,0000,,好了  要冷静
Dialogue: 0,0:08:14.13,0:08:15.02,*Default,NTP,0000,0000,0000,,准备去参加派对
Dialogue: 0,0:08:15.02,0:08:16.53,*Default,NTP,0000,0000,0000,,冷什么静
Dialogue: 0,0:08:16.53,0:08:18.46,*Default,NTP,0000,0000,0000,,你也和曼尼一样觉得我脾气暴躁吗
Dialogue: 0,0:08:18.46,0:08:19.49,*Default,NTP,0000,0000,0000,,没
Dialogue: 0,0:08:19.85,0:08:22.85,*Default,NTP,0000,0000,0000,,你有些情绪化  可能有点些易怒
Dialogue: 0,0:08:22.85,0:08:25.08,*Default,NTP,0000,0000,0000,,但远远算不上...
Dialogue: 0,0:08:25.14,0:08:26.78,*Default,NTP,0000,0000,0000,,你们往老娘家扔鸡蛋
Dialogue: 0,0:08:26.78,0:08:28.89,*Default,NTP,0000,0000,0000,,你们是不想好了
Dialogue: 0,0:08:29.20,0:08:30.67,*Default,NTP,0000,0000,0000,,精神病
Dialogue: 0,0:08:31.52,0:08:33.21,*Default,NTP,0000,0000,0000,,-豪华储物间  -是啊  没错
Dialogue: 0,0:08:33.21,0:08:34.85,*Default,NTP,0000,0000,0000,,我怎么没见着大套间
Dialogue: 0,0:08:34.85,0:08:36.32,*Default,NTP,0000,0000,0000,,就像你爹从来不撒谎似的
Dialogue: 0,0:08:36.33,0:08:37.06,*Default,NTP,0000,0000,0000,,你那给电器看病的老爹
Dialogue: 0,0:08:37.06,0:08:38.99,*Default,NTP,0000,0000,0000,,上的是什么医学院来着
Dialogue: 0,0:08:38.99,0:08:41.30,*Default,NTP,0000,0000,0000,,-迪尔加多  -不  是德卡斯
Dialogue: 0,0:08:41.30,0:08:43.75,*Default,NTP,0000,0000,0000,,{\an8}{\fn方正黑体简体\fs18\b1\bord1\shad1\3c&H2F2F2F&}[迪斯尼剧集《欢乐满人间》中的角色]
Dialogue: 0,0:08:41.30,0:08:42.66,*Default,NTP,0000,0000,0000,,只要让这把伞拥有玛丽·波平斯仙女的魔力
Dialogue: 0,0:08:42.66,0:08:43.75,*Default,NTP,0000,0000,0000,,我什么都愿意
Dialogue: 0,0:08:43.75,0:08:45.59,*Default,NTP,0000,0000,0000,,但愿他没听见
Dialogue: 0,0:08:45.59,0:08:46.79,*Default,NTP,0000,0000,0000,,听说你今天拉响了防火警报
Dialogue: 0,0:08:46.79,0:08:48.28,*Default,NTP,0000,0000,0000,,让我们逃掉了一场考试
Dialogue: 0,0:08:48.48,0:08:50.18,*Default,NTP,0000,0000,0000,,-干的不错  -谢谢夸奖  德卡斯先生
Dialogue: 0,0:08:50.18,0:08:52.66,*Default,NTP,0000,0000,0000,,知道吗  你以后不用那么称呼我了
Dialogue: 0,0:08:52.79,0:08:54.58,*Default,NTP,0000,0000,0000,,还有  我们大家八点钟在操场上集会
Dialogue: 0,0:08:54.58,0:08:56.10,*Default,NTP,0000,0000,0000,,然后出去玩  你想来就一起吧
Dialogue: 0,0:08:56.58,0:08:57.88,*Default,NTP,0000,0000,0000,,你一定要去
Dialogue: 0,0:08:57.88,0:08:59.67,*Default,NTP,0000,0000,0000,,是嘛  那样可就毁了你好学生的美名了
Dialogue: 0,0:08:59.67,0:09:01.37,*Default,NTP,0000,0000,0000,,你总算能和那些酷小孩一起玩了
Dialogue: 0,0:09:01.37,0:09:03.27,*Default,NTP,0000,0000,0000,,那样你周一就得在全校大会上 
Dialogue: 0,0:09:03.27,0:09:05.11,*Default,NTP,0000,0000,0000,,向全体老师道歉
Dialogue: 0,0:09:05.11,0:09:07.44,*Default,NTP,0000,0000,0000,,老师  更像是政府企业中的寄生虫
Dialogue: 0,0:09:07.45,0:09:08.66,*Default,NTP,0000,0000,0000,,坚强点  曼尼
Dialogue: 0,0:09:08.66,0:09:10.79,*Default,NTP,0000,0000,0000,,放聪明点  冒险  派对
Dialogue: 0,0:09:10.79,0:09:12.01,*Default,NTP,0000,0000,0000,,少管所  心脏病
Dialogue: 0,0:09:12.01,0:09:12.75,*Default,NTP,0000,0000,0000,,小美妞们
Dialogue: 0,0:09:12.75,0:09:14.28,*Default,NTP,0000,0000,0000,,但不是我们想要的那种
Dialogue: 0,0:09:14.28,0:09:15.89,*Default,NTP,0000,0000,0000,,那全都是我们想要的
Dialogue: 0,0:09:15.99,0:09:17.17,*Default,NTP,0000,0000,0000,,德拉斯先...
Dialogue: 0,0:09:17.51,0:09:18.70,*Default,NTP,0000,0000,0000,,康纳德
Dialogue: 0,0:09:21.17,0:09:23.59,*Default,NTP,0000,0000,0000,,拿一个  我是捐蛋人[卵子捐献者]
Dialogue: 0,0:09:24.53,0:09:26.73,*Default,NTP,0000,0000,0000,,我也喜欢你的装扮  小卡  可爱的牛牛
Dialogue: 0,0:09:26.73,0:09:28.61,*Default,NTP,0000,0000,0000,,谢谢  都是为了搞笑
Dialogue: 0,0:09:28.61,0:09:29.97,*Default,NTP,0000,0000,0000,,我其实想穿比较紧身的装扮服
Dialogue: 0,0:09:29.97,0:09:31.76,*Default,NTP,0000,0000,0000,,-你懂的  我瘦了  -能看出来
Dialogue: 0,0:09:31.76,0:09:34.04,*Default,NTP,0000,0000,0000,,-你言不由衷啊  -没  我真看出来了
Dialogue: 0,0:09:36.60,0:09:38.10,*Default,NTP,0000,0000,0000,,震撼吧
Dialogue: 0,0:09:38.27,0:09:40.21,*Default,NTP,0000,0000,0000,,是  我  我得...
Dialogue: 0,0:09:41.37,0:09:42.58,*Default,NTP,0000,0000,0000,,-小卡  -怎么
Dialogue: 0,0:09:42.69,0:09:44.55,*Default,NTP,0000,0000,0000,,我听说你在我们的客人面前脱衣服
Dialogue: 0,0:09:44.55,0:09:46.16,*Default,NTP,0000,0000,0000,,不是变态的啦
Dialogue: 0,0:09:46.16,0:09:47.70,*Default,NTP,0000,0000,0000,,我只是希望让大家看看我隐藏在
Dialogue: 0,0:09:47.70,0:09:49.36,*Default,NTP,0000,0000,0000,,这套烂装扮服下的苗条身材
Dialogue: 0,0:09:49.36,0:09:51.31,*Default,NTP,0000,0000,0000,,这理由跟真正露阴癖的说辞差不多
Dialogue: 0,0:09:51.31,0:09:52.85,*Default,NTP,0000,0000,0000,,-爸爸  -等一下  宝贝
Dialogue: 0,0:09:52.85,0:09:54.08,*Default,NTP,0000,0000,0000,,我已经厌倦了不断赞美他人
Dialogue: 0,0:09:54.08,0:09:54.99,*Default,NTP,0000,0000,0000,,却一句好话也听不到
Dialogue: 0,0:09:55.00,0:09:56.76,*Default,NTP,0000,0000,0000,,我跟罗伯托说他的美黑做得很自然
Dialogue: 0,0:09:56.76,0:09:59.34,*Default,NTP,0000,0000,0000,,你自己看  把我们家枕头和猫都染黑了
Dialogue: 0,0:09:59.34,0:10:00.80,*Default,NTP,0000,0000,0000,,爹地  怎么了
Dialogue: 0,0:10:00.80,0:10:03.40,*Default,NTP,0000,0000,0000,,看  那是我妈咪  她来了
Dialogue: 0,0:10:03.40,0:10:05.71,*Default,NTP,0000,0000,0000,,不  宝贝  那不是你妈咪
Dialogue: 0,0:10:05.71,0:10:06.44,*Default,NTP,0000,0000,0000,,不是吗
Dialogue: 0,0:10:06.44,0:10:08.78,*Default,NTP,0000,0000,0000,,不是的  那只是爸爸的一个朋友
Dialogue: 0,0:10:08.78,0:10:09.86,*Default,NTP,0000,0000,0000,,-什么情况  -没什么
Dialogue: 0,0:10:09.86,0:10:11.20,*Default,NTP,0000,0000,0000,,她只是想吃蛋糕了
Dialogue: 0,0:10:11.20,0:10:12.98,*Default,NTP,0000,0000,0000,,-但我已经吃过...  -给你吃  宝贝
Dialogue: 0,0:10:12.98,0:10:15.20,*Default,NTP,0000,0000,0000,,好了  去吧  去交朋友  交起来
Dialogue: 0,0:10:18.91,0:10:20.52,*Default,NTP,0000,0000,0000,,看来有人来过了
Dialogue: 0,0:10:20.52,0:10:22.16,*Default,NTP,0000,0000,0000,,是的  没错  有好几个人呢
Dialogue: 0,0:10:22.16,0:10:23.40,*Default,NTP,0000,0000,0000,,我看到你给踢下去了
Dialogue: 0,0:10:25.42,0:10:26.11,*Default,NTP,0000,0000,0000,,你好
Dialogue: 0,0:10:26.11,0:10:27.33,*Default,NTP,0000,0000,0000,,嘿  亲爱的
Dialogue: 0,0:10:27.88,0:10:29.72,*Default,NTP,0000,0000,0000,,你的开放参观搞得怎样
Dialogue: 0,0:10:30.36,0:10:32.07,*Default,NTP,0000,0000,0000,,没什么人来  其实
Dialogue: 0,0:10:32.07,0:10:32.94,*Default,NTP,0000,0000,0000,,我把气撒在一个
Dialogue: 0,0:10:32.94,0:10:34.57,*Default,NTP,0000,0000,0000,,扮成哈利·波特的孩子身上了
Dialogue: 0,0:10:34.69,0:10:35.81,*Default,NTP,0000,0000,0000,,不过说真的  格兰芬多的学生
Dialogue: 0,0:10:35.81,0:10:37.49,*Default,NTP,0000,0000,0000,,怎么会让他妈帮他拿魁地奇飞天扫帚
Dialogue: 0,0:10:37.49,0:10:39.00,*Default,NTP,0000,0000,0000,,那有多赫奇帕奇作风啊
Dialogue: 0,0:10:39.00,0:10:40.52,*Default,NTP,0000,0000,0000,,我这里也很凄凉
Dialogue: 0,0:10:40.66,0:10:42.31,*Default,NTP,0000,0000,0000,,我们被所有邻居列入黑名单了
Dialogue: 0,0:10:42.31,0:10:43.23,*Default,NTP,0000,0000,0000,,太荒谬了
Dialogue: 0,0:10:43.23,0:10:46.08,*Default,NTP,0000,0000,0000,,就因为你那个温柔的小把戏吗
Dialogue: 0,0:10:46.71,0:10:49.72,*Default,NTP,0000,0000,0000,,那并不温柔  都有人来调查...
Dialogue: 0,0:10:51.54,0:10:53.09,*Default,NTP,0000,0000,0000,,我想我听到有人进来
Dialogue: 0,0:10:53.09,0:10:56.06,*Default,NTP,0000,0000,0000,,可能只是树枝敲得窗户响
Dialogue: 0,0:10:56.44,0:10:59.19,*Default,NTP,0000,0000,0000,,在这陈旧得格格直响的房子里真恐怖
Dialogue: 0,0:11:00.04,0:11:02.09,*Default,NTP,0000,0000,0000,,总之  我可能再呆半小时
Dialogue: 0,0:11:02.09,0:11:03.58,*Default,NTP,0000,0000,0000,,然后就回去了
Dialogue: 0,0:11:03.58,0:11:04.58,*Default,NTP,0000,0000,0000,,好的  再见
Dialogue: 0,0:11:05.90,0:11:07.17,*Default,NTP,0000,0000,0000,,你笑什么呢
Dialogue: 0,0:11:07.18,0:11:09.47,*Default,NTP,0000,0000,0000,,笑你可怜的老爸  你懂的
Dialogue: 0,0:11:10.00,0:11:11.76,*Default,NTP,0000,0000,0000,,你可怜的傻老爸
Dialogue: 0,0:11:21.54,0:11:22.65,*Default,NTP,0000,0000,0000,,我明天员工大会上再告诉你
Dialogue: 0,0:11:22.65,0:11:26.07,*Default,NTP,0000,0000,0000,,不过先得等克莱利说完他早晨上班路上的事
Dialogue: 0,0:11:26.38,0:11:28.80,*Default,NTP,0000,0000,0000,,太逗了  你学他学得真像
Dialogue: 0,0:11:28.80,0:11:31.45,*Default,NTP,0000,0000,0000,,圣诞才艺表演时你一定得来一段
Dialogue: 0,0:11:31.45,0:11:36.33,*Default,NTP,0000,0000,0000,,{\an8}{\fn方正黑体简体\fs18\b1\bord1\shad1\3c&H2F2F2F&}[都是Hall & Oates乐队的歌曲]
Dialogue: 0,0:11:31.45,0:11:34.14,*Default,NTP,0000,0000,0000,,哥们  《千金小姐》  《莎拉的微笑》
Dialogue: 0,0:11:34.14,0:11:36.33,*Default,NTP,0000,0000,0000,,以及返场的《少男杀手》
Dialogue: 0,0:11:36.55,0:11:38.79,*Default,NTP,0000,0000,0000,,他们简直棒得可怕
Dialogue: 0,0:11:38.87,0:11:40.95,*Default,NTP,0000,0000,0000,,闭上眼睛听  跟真的乐队演唱一样
Dialogue: 0,0:11:41.44,0:11:43.21,*Default,NTP,0000,0000,0000,,他赌球时走运了那么一次
Dialogue: 0,0:11:43.21,0:11:45.31,*Default,NTP,0000,0000,0000,,现在就要加倍下赌注了
Dialogue: 0,0:11:45.31,0:11:47.64,*Default,NTP,0000,0000,0000,,我好怕怕
Dialogue: 0,0:11:48.07,0:11:49.33,*Default,NTP,0000,0000,0000,,有没有
Dialogue: 0,0:11:50.33,0:11:52.08,*Default,NTP,0000,0000,0000,,今晚弱爆了
Dialogue: 0,0:11:52.14,0:11:54.18,*Default,NTP,0000,0000,0000,,一个人都没有...
Dialogue: 0,0:11:55.89,0:11:57.91,*Default,NTP,0000,0000,0000,,还是我过早断言了
Dialogue: 0,0:11:58.53,0:12:01.66,*Default,NTP,0000,0000,0000,,有人想扮坏小艳鬼了吗
Dialogue: 0,0:12:02.14,0:12:04.87,*Default,NTP,0000,0000,0000,,康尼  我不是说你
Dialogue: 0,0:12:04.93,0:12:08.28,*Default,NTP,0000,0000,0000,,我  那  那只是离婚的事影响了你
Dialogue: 0,0:12:08.85,0:12:10.07,*Default,NTP,0000,0000,0000,,坚持住
Dialogue: 0,0:12:10.21,0:12:11.30,*Default,NTP,0000,0000,0000,,再见
Dialogue: 0,0:12:19.65,0:12:20.78,*Default,NTP,0000,0000,0000,,看来某人终于决定变装成
Dialogue: 0,0:12:20.78,0:12:22.39,*Default,NTP,0000,0000,0000,,《梦幻岛》里的人物了
Dialogue: 0,0:12:22.39,0:12:24.04,*Default,NTP,0000,0000,0000,,我好讨厌人们注意不到我全新曼妙的体形
Dialogue: 0,0:12:24.05,0:12:25.32,*Default,NTP,0000,0000,0000,,要是这还不成  我就穿上尿布
Dialogue: 0,0:12:25.32,0:12:26.91,*Default,NTP,0000,0000,0000,,戴上大礼帽扮作新年宝宝  你好
Dialogue: 0,0:12:26.91,0:12:29.13,*Default,NTP,0000,0000,0000,,天呐
Dialogue: 0,0:12:29.13,0:12:31.57,*Default,NTP,0000,0000,0000,,{\fn微软雅黑}囧囧  是你吗
Dialogue: 0,0:12:31.57,0:12:33.80,*Default,NTP,0000,0000,0000,,-你看起来太棒了  -谢谢
Dialogue: 0,0:12:33.80,0:12:35.88,*Default,NTP,0000,0000,0000,,减掉一百磅  身材自然棒
Dialogue: 0,0:12:35.88,0:12:37.26,*Default,NTP,0000,0000,0000,,靠  他个小贱...
Dialogue: 0,0:12:37.26,0:12:38.55,*Default,NTP,0000,0000,0000,,-谁想举我  -我
Dialogue: 0,0:12:38.55,0:12:41.05,*Default,NTP,0000,0000,0000,,拜托  他怎么能不打电话就过来呢
Dialogue: 0,0:12:41.05,0:12:43.18,*Default,NTP,0000,0000,0000,,天呐  他轻得像羽毛一样
Dialogue: 0,0:12:43.19,0:12:44.72,*Default,NTP,0000,0000,0000,,你猜怎么着  我要去举举他
Dialogue: 0,0:12:44.72,0:12:46.27,*Default,NTP,0000,0000,0000,,然后晃到他手术钉都爆出来[缩胃手术]
Dialogue: 0,0:12:46.27,0:12:47.20,*Default,NTP,0000,0000,0000,,小卡  别这样
Dialogue: 0,0:12:47.20,0:12:49.29,*Default,NTP,0000,0000,0000,,我只是说我们原本可以抓住那两个小子
Dialogue: 0,0:12:49.29,0:12:51.09,*Default,NTP,0000,0000,0000,,怎么着  要追着他们跑一晚上吗
Dialogue: 0,0:12:51.09,0:12:52.57,*Default,NTP,0000,0000,0000,,我不是个年轻小伙子了
Dialogue: 0,0:12:52.57,0:12:54.45,*Default,NTP,0000,0000,0000,,世人都不断提醒我那一点
Dialogue: 0,0:12:54.45,0:12:55.97,*Default,NTP,0000,0000,0000,,刚刚外面那个服务生叫你什么
Dialogue: 0,0:12:55.97,0:12:57.69,*Default,NTP,0000,0000,0000,,中世纪的科尼尔
Dialogue: 0,0:12:57.88,0:12:59.25,*Default,NTP,0000,0000,0000,,好好笑哦
Dialogue: 0,0:12:59.25,0:13:01.09,*Default,NTP,0000,0000,0000,,我喜欢人们在装扮上花心思
Dialogue: 0,0:13:01.09,0:13:03.02,*Default,NTP,0000,0000,0000,,{\an8}{\fn方正黑体简体\fs18\b1\bord1\shad1\3c&H2F2F2F&}[《非法外星人》为电影名  也有非法移民的意思]
Dialogue: 0,0:13:01.09,0:13:03.02,*Default,NTP,0000,0000,0000,,你是非法外星人  我是甜爹
Dialogue: 0,0:13:03.02,0:13:04.35,*Default,NTP,0000,0000,0000,,你为什么说"非法"
Dialogue: 0,0:13:04.35,0:13:06.00,*Default,NTP,0000,0000,0000,,因为戴着天线代表外星人  而你是...
Dialogue: 0,0:13:06.00,0:13:07.52,*Default,NTP,0000,0000,0000,,怎样  非法移民吗
Dialogue: 0,0:13:07.52,0:13:09.58,*Default,NTP,0000,0000,0000,,就因为我的肤色吗
Dialogue: 0,0:13:09.58,0:13:12.44,*Default,NTP,0000,0000,0000,,我干脆把你的宝宝扔进这煤气罐里吧
Dialogue: 0,0:13:12.44,0:13:14.37,*Default,NTP,0000,0000,0000,,歌洛莉亚  别这样  请别介意
Dialogue: 0,0:13:14.37,0:13:16.04,*Default,NTP,0000,0000,0000,,尽情享受你的派对  好吗
Dialogue: 0,0:13:16.99,0:13:18.61,*Default,NTP,0000,0000,0000,,首先  放轻松  我们在派对上呢
Dialogue: 0,0:13:18.61,0:13:20.93,*Default,NTP,0000,0000,0000,,其次  你已经被驱逐出境两次
Dialogue: 0,0:13:20.93,0:13:23.36,*Default,NTP,0000,0000,0000,,你不能再这么敏感了
Dialogue: 0,0:13:23.46,0:13:25.27,*Default,NTP,0000,0000,0000,,我最近是怎么了
Dialogue: 0,0:13:25.27,0:13:27.17,*Default,NTP,0000,0000,0000,,曼尼是对的  我真是个暴脾气
Dialogue: 0,0:13:27.17,0:13:29.15,*Default,NTP,0000,0000,0000,,这是难免的  你怀孕了
Dialogue: 0,0:13:29.94,0:13:31.66,*Default,NTP,0000,0000,0000,,就是这个原因  对吗
Dialogue: 0,0:13:31.73,0:13:35.19,*Default,NTP,0000,0000,0000,,因为这个宝宝  他在里面生闷气
Dialogue: 0,0:13:35.19,0:13:36.47,*Default,NTP,0000,0000,0000,,-不是的  -就是
Dialogue: 0,0:13:36.47,0:13:39.82,*Default,NTP,0000,0000,0000,,你刚刚自己说的  我变了
Dialogue: 0,0:13:39.82,0:13:42.66,*Default,NTP,0000,0000,0000,,我肚子里有个愤怒的娃  逼着我干坏事
Dialogue: 0,0:13:42.66,0:13:44.41,*Default,NTP,0000,0000,0000,,荷尔蒙而已
Dialogue: 0,0:13:44.41,0:13:46.11,*Default,NTP,0000,0000,0000,,是你的熊妈妈本能在发作
Dialogue: 0,0:13:44.70,0:13:46.62,*Default,NTP,0000,0000,0000,,{\an8}{\fn方正黑体简体\fs18\b1\bord1\shad1\3c&H2F2F2F&}[熊妈妈异常护犊子\N所以把情绪激烈的孕期母亲称作熊妈妈]
Dialogue: 0,0:13:46.11,0:13:46.97,*Default,NTP,0000,0000,0000,,不是什么坏事
Dialogue: 0,0:13:46.97,0:13:50.82,*Default,NTP,0000,0000,0000,,因为这说明你会是一个好母亲  第二次
Dialogue: 0,0:13:52.36,0:13:53.34,*Default,NTP,0000,0000,0000,,你真这么想
Dialogue: 0,0:13:53.34,0:13:54.78,*Default,NTP,0000,0000,0000,,你肚里的娃真幸运
Dialogue: 0,0:13:54.78,0:13:57.96,*Default,NTP,0000,0000,0000,,他的妈妈可不会让任何人伤害他
Dialogue: 0,0:13:58.19,0:13:59.27,*Default,NTP,0000,0000,0000,,或她
Dialogue: 0,0:14:00.17,0:14:01.38,*Default,NTP,0000,0000,0000,,希望是儿子
Dialogue: 0,0:14:01.38,0:14:02.85,*Default,NTP,0000,0000,0000,,不给糖果就捣蛋
Dialogue: 0,0:14:07.56,0:14:08.63,*Default,NTP,0000,0000,0000,,去吧
Dialogue: 0,0:14:08.84,0:14:10.31,*Default,NTP,0000,0000,0000,,你们最好跑快点
Dialogue: 0,0:14:12.99,0:14:13.51,*Default,NTP,0000,0000,0000,,我的天呐
Dialogue: 0,0:14:13.52,0:14:15.40,*Default,NTP,0000,0000,0000,,看看多萌啊
Dialogue: 0,0:14:15.40,0:14:16.70,*Default,NTP,0000,0000,0000,,我的天
Dialogue: 0,0:14:17.43,0:14:19.54,*Default,NTP,0000,0000,0000,,你还认识其他公主吗
Dialogue: 0,0:14:19.54,0:14:20.94,*Default,NTP,0000,0000,0000,,相信我  我认识一大堆呢
Dialogue: 0,0:14:20.94,0:14:22.09,*Default,NTP,0000,0000,0000,,好了  该睡觉了
Dialogue: 0,0:14:22.10,0:14:23.52,*Default,NTP,0000,0000,0000,,别  没那么晚
Dialogue: 0,0:14:23.52,0:14:26.27,*Default,NTP,0000,0000,0000,,你认识我妈妈吗  她就是个公主
Dialogue: 0,0:14:26.27,0:14:27.19,*Default,NTP,0000,0000,0000,,她累坏了
Dialogue: 0,0:14:27.19,0:14:29.03,*Default,NTP,0000,0000,0000,,说胡话呢  她太累了
Dialogue: 0,0:14:29.03,0:14:30.58,*Default,NTP,0000,0000,0000,,爸爸  是你跟我说的
Dialogue: 0,0:14:30.58,0:14:32.11,*Default,NTP,0000,0000,0000,,她说什么呢  米奇尔
Dialogue: 0,0:14:32.11,0:14:34.41,*Default,NTP,0000,0000,0000,,我的亲身母亲  她是公主  对吧
Dialogue: 0,0:14:34.42,0:14:36.78,*Default,NTP,0000,0000,0000,,好了  我想我们需要谈谈
Dialogue: 0,0:14:37.17,0:14:39.23,*Default,NTP,0000,0000,0000,,萨姆  注意到小卡变苗条了没
Dialogue: 0,0:14:39.24,0:14:41.58,*Default,NTP,0000,0000,0000,,少来  等我回来再听你的回答
Dialogue: 0,0:14:45.87,0:14:47.47,*Default,NTP,0000,0000,0000,,没用的  克莱尔
Dialogue: 0,0:14:48.40,0:14:49.76,*Default,NTP,0000,0000,0000,,我知道你在这儿
Dialogue: 0,0:14:52.13,0:14:53.84,*Default,NTP,0000,0000,0000,,打算怎么吓我呀
Dialogue: 0,0:14:54.31,0:14:55.88,*Default,NTP,0000,0000,0000,,冷不丁蹦出来吗
Dialogue: 0,0:14:56.26,0:14:57.83,*Default,NTP,0000,0000,0000,,要想吓到我这还差得远
Dialogue: 0,0:14:57.83,0:14:59.46,*Default,NTP,0000,0000,0000,,-有人吗  -嗨
Dialogue: 0,0:14:59.59,0:15:00.86,*Default,NTP,0000,0000,0000,,还能看房吗
Dialogue: 0,0:15:00.86,0:15:03.46,*Default,NTP,0000,0000,0000,,能  是的  我马上下来
Dialogue: 0,0:15:03.46,0:15:05.46,*Default,NTP,0000,0000,0000,,克莱尔  别闹了  我有工作
Dialogue: 0,0:15:05.80,0:15:07.39,*Default,NTP,0000,0000,0000,,并不是说你没工作  你全年无休
Dialogue: 0,0:15:07.40,0:15:09.12,*Default,NTP,0000,0000,0000,,得到的回报远少于付出的
Dialogue: 0,0:15:09.13,0:15:10.62,*Default,NTP,0000,0000,0000,,但我们能过会再说不
Dialogue: 0,0:15:10.90,0:15:13.06,*Default,NTP,0000,0000,0000,,如你们潜在买家所见
Dialogue: 0,0:15:13.06,0:15:15.46,*Default,NTP,0000,0000,0000,,这是  一座漂亮的房子
Dialogue: 0,0:15:15.46,0:15:16.26,*Default,NTP,0000,0000,0000,,这后面是什么
Dialogue: 0,0:15:16.26,0:15:17.38,*Default,NTP,0000,0000,0000,,是我就不过去
Dialogue: 0,0:15:18.16,0:15:21.40,*Default,NTP,0000,0000,0000,,除非你们喜欢正式餐厅
Dialogue: 0,0:15:22.47,0:15:24.10,*Default,NTP,0000,0000,0000,,-亲爱的  瞧瞧这个  -在厨房呢
Dialogue: 0,0:15:24.10,0:15:26.46,*Default,NTP,0000,0000,0000,,我们最好呆在一起
Dialogue: 0,0:15:26.65,0:15:27.78,*Default,NTP,0000,0000,0000,,赶紧的  希拉
Dialogue: 0,0:15:28.42,0:15:29.73,*Default,NTP,0000,0000,0000,,-菲尔  问个问题  这些是  -等等
Dialogue: 0,0:15:29.73,0:15:31.55,*Default,NTP,0000,0000,0000,,我超爱看人们的反应
Dialogue: 0,0:15:31.55,0:15:32.59,*Default,NTP,0000,0000,0000,,当我向他们展示
Dialogue: 0,0:15:32.59,0:15:35.45,*Default,NTP,0000,0000,0000,,如此大的存储空间  靠  太疯狂了
Dialogue: 0,0:15:35.95,0:15:37.43,*Default,NTP,0000,0000,0000,,我想你们会发现这所房子
Dialogue: 0,0:15:37.43,0:15:40.88,*Default,NTP,0000,0000,0000,,惊喜重重
Dialogue: 0,0:15:40.88,0:15:42.30,*Default,NTP,0000,0000,0000,,你们会很高兴...
Dialogue: 0,0:15:42.30,0:15:44.28,*Default,NTP,0000,0000,0000,,-我的天呐  -那人我不认识
Dialogue: 0,0:15:44.43,0:15:45.89,*Default,NTP,0000,0000,0000,,这是原装浴缸吗
Dialogue: 0,0:15:45.89,0:15:48.02,*Default,NTP,0000,0000,0000,,什么  是的
Dialogue: 0,0:15:48.02,0:15:49.67,*Default,NTP,0000,0000,0000,,它是  原装浴缸
Dialogue: 0,0:15:49.67,0:15:51.96,*Default,NTP,0000,0000,0000,,原始夹具  斜面镜
Dialogue: 0,0:15:51.96,0:15:53.66,*Default,NTP,0000,0000,0000,,有个宽敞的淋浴隔间就足够了
Dialogue: 0,0:15:53.66,0:15:55.83,*Default,NTP,0000,0000,0000,,如果你们将  想搞个派对的话
Dialogue: 0,0:15:55.83,0:15:57.04,*Default,NTP,0000,0000,0000,,我开玩笑呢
Dialogue: 0,0:15:57.05,0:16:00.59,*Default,NTP,0000,0000,0000,,这是座  个性鲜明的房子
